TITLE,TYPE,GENRES,THEMES,SYNOPSIS,MAIN_PICTURE
True North,anime,['Drama'],['Historical'],"When Yohan is nine years old, he, his mother and sister are forcibly relocated to a notoriously cruel political prison camp in North Korea.  His innocence is gradually eroded by the harsh brutality of the camp, while the rest of his family tries to maintain their decency and compassion for their fellow humans.  Years later, after being devastated by the sudden and tragic loss of a loved one, he begins to reassess the meaning of his life - even as he struggles to survive in the worst imaginable living conditions.

(Source: Official Site)",https://cdn.myanimelist.net/images/anime/1656/128275l.jpg
True Tears,anime,"['Drama', 'Romance']","['Love Polygon', 'School']","Shinichirou Nakagami was living the life other boys from his grade could only dream ofâ€”staying under the same roof as prodigal student Hiromi Yuasa. However, the bright and cheerful Hiromi has been depressed and cold at home ever since her mother passed away. While he is the subject of the ignorant jealousy of his peers, rumors begin to spread when Shinichirou meets Noe Isurugiâ€”a girl known for cursing classmates, curses which always end up becoming reality.

Noe curses Shinichirou as well, but two pits are created when you curse someone, and her curse on Shinichirou comes back to bite her in the form of a raccoon to her beloved chicken, Raigomaru. Despite this, she does not shed a single tear; Noe had had her tears stolen. For Noe to be able to cry again, she would need the tears of another, and Shinichirou knows a person whose tears he wants to take away.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1733/134118l.jpg
True Tears Recap,anime,['Drama'],['Love Polygon'],"Recap of the first ten episodes of True Tears, included on the Blu-ray Box volume.",https://cdn.myanimelist.net/images/anime/1956/98464l.jpg
True Tears: Mini Chara 4-koma Gekijou,anime,['Comedy'],"['Parody', 'School']",30-second sketches/omakes based around the events of the TV series with little twists.,https://cdn.myanimelist.net/images/anime/10/13889l.jpg
Try Knights,anime,['Sports'],"['School', 'Team Sports']","Riku Haruma enters high school without a future in sight. He sees people playing like monsters on the ground, jumping higher than anyone else, running fast, deciding to try their best. There, he sees Akira Kariya playing rugby, a sport he was once passionate about but gave up due to his physique. While Akira is running roughly, Riku gives him a piece of advice without thinking. From that, Riku feels his dying passion for the sport set ablaze, and his future starts to brighten up...

(Source: MAL News)",https://cdn.myanimelist.net/images/anime/1803/102385l.jpg
T-sensei,anime,['Slice of Life'],"['Childcare', 'School', 'Workplace']","The author initially started as a childcare worker living in Tokyo, calling himself T-sensei and describing his life of tending kindergarteners on his Twitter since 2012, which received various positive responses.

(Source: MAL News)",https://cdn.myanimelist.net/images/anime/12/87130l.jpg
Tsubasa to Hotaru,anime,['Romance'],['School'],"Tsubasa to Hotaru follows 15-year-old Tsubasa Sonokawa, a young studentâ€”and renowned stalker? After one very romantic gesture by a popular upperclassman, she falls head over heels for who she believes to be her one true love. Unfortunately, love can be deceiving, as her feelings are soon proven to be one-sided; the upperclassman directly tells her that sheâ€™s annoying and that she needs to stop bothering him. How's that for some tough love?

Shortly after this horrific heartbreak, her good friend Yuri suffers from a sprained wrist, making it impossible for her to continue her position as the basketball team's manager. After some coaxing on Yuri's part, Tsubasa decides to take on the role in her place. This may be the perfect opportunity for Tsubasa to move on and forget about her unrequited love.

On Tsubasaâ€™s first day as a manager, the teamâ€™s shooting guard Aki Hidaka saves her from being hit by a ball. Is this another fateful encounter? Or just a random, meaningless event? One thing is for certain: Tsubasaâ€™s days will never be the same again.",https://cdn.myanimelist.net/images/anime/11/59507l.jpg
Tsubasa to Hotaru (2015),anime,['Romance'],['School'],Four episodes that will be aired on TV as segments within the children's television program Oha Suta.,https://cdn.myanimelist.net/images/anime/12/72260l.jpg
Tsubasa to Hotaru (2016),anime,['Romance'],['School'],"The story revolves around Tsubasa Sonokawa, a 15-year old high school girl who fell in love with her upperclassman when he saved her after she fainted at the train station from anemia. She thought it was a meeting of fate, and visited him at his class every day. However, he told her that her feelings were ""heavy,"" and he dumped her. She once again meets a boy after taking over her friend Yuri's job as boy's basketball team manager. She learns that she might have more of a connection with this boy named Aki than she first thought...

(Source: ANN)",https://cdn.myanimelist.net/images/anime/4/79960l.jpg
Tsugu Tsugumomo,anime,"['Action', 'Comedy', 'Ecchi', 'Supernatural']","['Harem', 'Mythology', 'School']","When ""ordinary boy"" Kagami Kazuya meets the beautiful tsukumogami Kiriha, his life gets turned upside-down. As a ""Taboo Child"" who draws the supernatural towards him, he receives orders from the God of the Land, Kukuri, to become an exorcist and defeat these evil forces. And so, he and Kiriha do battle.

To find out information on these supernatural beings, Kazuya and his friends set up a counselor's club at school. But behind the typical-seeming troubles he hears about, he uncovers a major plot to target Kukuri...

In addition to the sadistic-yet-beautiful tsukumogami Kiriha, the situation draws other girls to Kazuya to join the fray!

(Source: Crunchyroll)",https://cdn.myanimelist.net/images/anime/1997/106184l.jpg
Tsugumomo,anime,"['Action', 'Comedy', 'Ecchi', 'Supernatural']","['Harem', 'Mythology', 'School']","In Japanese folklore, a ""tsukumogami"" is an object that has gained a soul, becoming alive and self-aware. There are two types of tsukumogami: the mature ""tsugumomo,"" who have developed through long years of harmony with their owners, and the aberrant ""amasogi,"" premature spirits that are only born to grant the destructive wishes of certain people.

Kazuya Kagami has never gone without his mother's obi after her death. Be it at home or school, he keeps it safe with him at all times. One day, he nearly loses his life when a wig amasogi attacks him. When all seems to be over, his treasured obi defends him, transforming into a beautiful girl. She introduces herself as Kiriha, a tsugumomo owned by Kazuya's mother. 

With Kiriha's arrival, Kazuya enters a reality he has never seen before, a world with gods and tsukumogami.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/13/84461l.jpg
Tsuideni Tonchinkan,anime,['Comedy'],['Gag Humor'],"Based on the same name gag manga by Endo Koichi.

A gang decides to play at burglary without the knowledge of their schoolmates, each masquerading at different times as the master thief Tonchinkan.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/2/16045l.jpg
Tsuki ga Kirei,anime,['Romance'],['School'],"With a new school year comes a new crowd of classmates, and for their final year of junior high, aspiring writer Kotarou Azumi and track team member Akane Mizuno end up in the same class. Though initially complete strangers, a few chance encounters stir an innocent desire within their hearts. A yearning gaze, a fluttering heartâ€”the hallmarks of young love slip into their lives as fate brings their paths to a cross.

However, though love is patient and love is kind, Kotarou and Akane discover it is not always straightforward. Despite the comfort they find in each other's company, heartache and anxiety come hand in hand with pursuing the feelings in their hearts. With the uncertainty of how the other truly feels as well as the competing affections of those around them, the road ahead is unclear. Even so, under the shining light of a beautiful full moon, Kotarou gathers his courage to ask Akane a single question, one that forever changes their quiet relationship.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/85592l.jpg
Tsuki ga Kirei Special,anime,"['Comedy', 'Romance']",['School'],A series of unaired comedic shorts released with Blu-ray and DVD boxes of Tsuki ga Kirei.,https://cdn.myanimelist.net/images/anime/6/88307l.jpg
Tsuki ga Kirei: Michinori,anime,['Romance'],['School'],Recap of the first six episodes of Tsuki ga Kirei.,https://cdn.myanimelist.net/images/anime/7/85819l.jpg
Tsuki ga Michibiku Isekai Douchuu,anime,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],"As part of a mysterious contract agreed upon by a goddess and his parents years ago, Makoto Misumi finds himself sent to another world to meet the goddess and become the hero. However, the deity deems Makoto to be ""hideous,"" refusing to even lay eyes upon him and revokes his heroic title. Disdainfully giving him the ability to understand all languages except the human language as compensation, the goddess drives Makoto off to the farthest edges of the wasteland, far from human civilization.

Due to the disparity between Earth and this new world, Makoto's inherent physical and magical capabilities awaken, making him extremely powerful. He meets various demihumans and mythical beings who all end up being captivated with his characteristics and join Makoto in building a new community where all of them can peacefully coexist.

Nevertheless, despite this success, Makoto still yearns to meet fellow humans. In a world where the goddess herself has barred him from interacting with his kind, it is up to Makoto and his companions to fulfill his desireâ€”and perhaps reform society along the way.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1950/116474l.jpg
